<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.01	05:55:00	26754.28	26758.02	26726.62	26731.76	30	0	826
2026.02.01	05:56:00	26724.23	26736.00	26717.14	26728.58	30	0	826
2026.02.01	05:57:00	26722.63	26726.26	26663.71	26666.78	30	0	826
2026.02.01	05:58:00	26667.07	26670.71	26637.89	26637.89	30	0	826
2026.02.01	05:59:00	26634.76	26636.98	26602.56	26613.34	30	0	826
2026.02.01	06:00:00	26609.47	26658.65	26607.98	26658.65	30	0	826
2026.02.01	06:01:00	26652.58	26652.58	26603.21	26607.92	30	0	826
2026.02.01	06:02:00	26615.04	26645.22	26612.93	26636.38	30	0	826
2026.02.01	06:03:00	26636.14	26696.90	26636.14	26668.59	30	0	826
2026.02.01	06:04:00	26663.37	26665.98	26641.44	26656.28	30	0	826
2026.02.01	06:05:00	26661.27	26665.70	26642.13	26649.40	30	0	826
2026.02.01	06:06:00	26652.12	26672.92	26622.96	26622.96	29	0	826
2026.02.01	06:07:00	26620.00	26665.19	26606.24	26662.81	30	0	826
2026.02.01	06:08:00	26670.40	26671.22	26648.96	26648.96	30	0	826
2026.02.01	06:09:00	26648.84	26701.66	26648.84	26685.58	30	0	826
2026.02.01	06:10:00	26691.45	26708.03	26676.13	26693.07	30	0	826
2026.02.01	06:11:00	26688.14	26689.15	26661.45	26666.40	29	0	826
2026.02.01	06:12:00	26668.62	26676.77	26656.93	26656.93	30	0	826
2026.02.01	06:13:00	26655.96	26656.45	26617.32	26637.03	30	0	826
2026.02.01	06:14:00	26648.94	26705.50	26646.35	26705.50	30	0	826
2026.02.01	06:15:00	26708.01	26733.18	26702.54	26730.45	30	0	826
2026.02.01	06:16:00	26728.44	26763.32	26727.15	26727.15	30	0	826
2026.02.01	06:17:00	26726.45	26729.79	26683.25	26729.79	30	0	826
2026.02.01	06:18:00	26719.71	26729.85	26686.82	26686.82	30	0	826
2026.02.01	06:19:00	26674.60	26681.65	26626.06	26654.92	30	0	826
2026.02.01	06:20:00	26655.26	26664.82	26622.08	26630.69	30	0	826
2026.02.01	06:21:00	26637.81	26644.55	26611.87	26621.14	29	0	826
2026.02.01	06:22:00	26612.08	26612.08	26572.35	26574.56	30	0	826
2026.02.01	06:23:00	26574.60	26574.60	26538.74	26547.78	30	0	826
2026.02.01	06:24:00	26544.01	26565.85	26526.28	26535.43	29	0	826
2026.02.01	06:25:00	26536.60	26536.60	26486.67	26495.43	30	0	826
2026.02.01	06:26:00	26491.15	26504.47	26471.30	26492.34	30	0	826
2026.02.01	06:27:00	26489.94	26498.50	26457.41	26498.50	30	0	826
2026.02.01	06:28:00	26502.46	26508.80	26460.17	26471.16	30	0	826
2026.02.01	06:29:00	26467.94	26527.31	26467.94	26518.72	30	0	826
2026.02.01	06:30:00	26520.74	26527.63	26505.63	26505.63	30	0	826
2026.02.01	06:31:00	26499.63	26510.97	26484.78	26510.97	30	0	826
2026.02.01	06:32:00	26518.23	26530.18	26504.12	26516.52	30	0	826
2026.02.01	06:33:00	26508.19	26532.24	26492.30	26509.04	30	0	826
2026.02.01	06:34:00	26503.11	26518.91	26491.52	26505.98	30	0	826
2026.02.01	06:35:00	26502.88	26502.88	26480.02	26488.94	30	0	826
2026.02.01	06:36:00	26494.01	26503.18	26475.20	26483.31	30	0	826
2026.02.01	06:37:00	26488.29	26495.58	26476.79	26480.18	30	0	826
2026.02.01	06:38:00	26483.60	26492.96	26449.43	26449.43	30	0	826
2026.02.01	06:39:00	26444.71	26445.73	26432.65	26442.92	30	0	826
2026.02.01	06:40:00	26444.47	26455.10	26425.87	26446.07	30	0	826
2026.02.01	06:41:00	26438.12	26438.12	26409.66	26409.66	30	0	826
2026.02.01	06:42:00	26414.71	26422.86	26381.00	26386.60	30	0	826
2026.02.01	06:43:00	26389.62	26409.72	26371.63	26386.02	30	0	826
2026.02.01	06:44:00	26391.86	26391.86	26359.24	26365.04	30	0	826
2026.02.01	06:45:00	26367.48	26396.97	26364.69	26378.68	30	0	826
2026.02.01	06:46:00	26379.04	26380.02	26313.52	26318.24	30	0	826
2026.02.01	06:47:00	26320.07	26357.77	26309.66	26321.04	30	0	826
2026.02.01	06:48:00	26312.81	26312.81	26285.77	26290.90	30	0	826
2026.02.01	06:49:00	26288.12	26339.16	26288.12	26331.55	30	0	826
2026.02.01	06:50:00	26336.57	26339.67	26317.85	26319.06	29	0	826
2026.02.01	06:51:00	26310.96	26329.44	26300.14	26310.96	30	0	826
2026.02.01	06:52:00	26306.88	26308.35	26271.15	26277.77	30	0	826
2026.02.01	06:53:00	26289.04	26303.08	26281.10	26290.26	30	0	826
2026.02.01	06:54:00	26283.63	26312.10	26271.14	26304.92	30	0	826
2026.02.01	06:55:00	26299.93	26313.78	26287.40	26308.07	30	0	826
2026.02.01	06:56:00	26315.73	26365.72	26315.73	26354.02	30	0	826
2026.02.01	06:57:00	26364.25	26379.60	26345.65	26374.29	30	0	826
2026.02.01	06:58:00	26373.71	26413.46	26362.71	26413.46	30	0	826
2026.02.01	06:59:00	26417.13	26436.86	26415.44	26425.94	30	0	826
2026.02.01	07:00:00	26422.03	26454.56	26422.03	26430.59	30	0	826
2026.02.01	07:01:00	26424.53	26424.53	26384.01	26410.74	30	0	826
2026.02.01	07:02:00	26413.08	26431.51	26409.56	26417.57	30	0	826
2026.02.01	07:03:00	26410.47	26410.91	26375.89	26386.84	30	0	826
2026.02.01	07:04:00	26381.40	26410.91	26381.00	26399.76	30	0	826
2026.02.01	07:05:00	26404.71	26405.08	26368.71	26374.75	30	0	826
2026.02.01	07:06:00	26366.79	26375.29	26326.47	26343.10	29	0	826
2026.02.01	07:07:00	26345.55	26345.55	26310.41	26326.17	30	0	826
2026.02.01	07:08:00	26328.85	26328.95	26303.23	26303.23	30	0	826
2026.02.01	07:09:00	26301.39	26317.57	26296.77	26313.53	30	0	826
2026.02.01	07:10:00	26312.40	26323.51	26266.01	26279.59	30	0	826
2026.02.01	07:11:00	26275.72	26297.57	26263.94	26291.13	30	0	826
2026.02.01	07:12:00	26294.78	26311.66	26271.72	26288.38	29	0	826
2026.02.01	07:13:00	26285.35	26285.35	26257.63	26257.63	30	0	826
2026.02.01	07:14:00	26261.26	26265.34	26237.07	26237.07	30	0	826
2026.02.01	07:15:00	26235.42	26250.05	26219.78	26237.59	30	0	826
2026.02.01	07:16:00	26234.21	26246.43	26211.61	26236.82	30	0	826
2026.02.01	07:17:00	26229.85	26257.18	26213.63	26253.39	30	0	826
2026.02.01	07:18:00	26251.78	26254.60	26192.74	26203.24	30	0	826
2026.02.01	07:19:00	26203.43	26207.62	26189.80	26193.18	30	0	826
2026.02.01	07:20:00	26191.21	26236.72	26177.33	26229.00	30	0	826
2026.02.01	07:21:00	26229.07	26240.30	26219.94	26229.89	30	0	826
2026.02.01	07:22:00	26233.63	26243.65	26216.52	26223.26	30	0	826
2026.02.01	07:23:00	26222.92	26255.49	26220.95	26255.49	30	0	826
2026.02.01	07:24:00	26252.48	26275.32	26228.08	26265.63	30	0	826
2026.02.01	07:25:00	26270.33	26298.89	26270.33	26296.06	30	0	826
2026.02.01	07:26:00	26299.79	26319.42	26274.86	26280.16	30	0	826
2026.02.01	07:27:00	26275.82	26350.49	26272.57	26321.82	30	0	826
2026.02.01	07:28:00	26314.72	26329.80	26307.96	26308.19	30	0	826
2026.02.01	07:29:00	26308.71	26335.52	26308.71	26310.28	30	0	826
2026.02.01	07:30:00	26310.21	26325.97	26259.47	26265.24	30	0	826
2026.02.01	07:31:00	26253.78	26264.47	26193.25	26193.25	30	0	826
2026.02.01	07:32:00	26193.01	26193.01	26147.95	26156.47	30	0	826
2026.02.01	07:33:00	26158.61	26162.19	26143.34	26150.85	30	0	826
2026.02.01	07:34:00	26154.53	26177.40	26153.25	26177.40	30	0	826
2026.02.01	07:35:00	26180.82	26203.28	26155.65	26196.03	30	0	826
2026.02.01	07:36:00	26196.49	26223.02	26192.73	26223.02	30	0	826
2026.02.01	07:37:00	26227.53	26233.54	26197.53	26205.02	30	0	826
2026.02.01	07:38:00	26205.09	26230.14	26202.51	26229.17	30	0	826
2026.02.01	07:39:00	26228.13	26228.13	26198.75	26204.54	30	0	826
2026.02.01	07:40:00	26203.04	26227.80	26187.23	26227.80	30	0	826
2026.02.01	07:41:00	26225.36	26250.33	26211.62	26250.33	30	0	826
2026.02.01	07:42:00	26247.42	26247.42	26212.36	26212.36	30	0	826
2026.02.01	07:43:00	26203.71	26207.03	26176.73	26187.07	30	0	826
2026.02.01	07:44:00	26197.28	26246.10	26197.28	26242.02	30	0	826
2026.02.01	07:45:00	26243.90	26275.73	26238.11	26270.68	30	0	826
2026.02.01	07:46:00	26270.63	26322.43	26270.41	26313.00	30	0	826
2026.02.01	07:47:00	26306.99	26318.44	26280.03	26316.27	30	0	826
2026.02.01	07:48:00	26310.86	26310.86	26241.35	26241.35	30	0	826
2026.02.01	07:49:00	26239.28	26254.80	26237.72	26247.63	29	0	826
2026.02.01	07:50:00	26249.34	26267.40	26221.18	26221.18	30	0	826
2026.02.01	07:51:00	26213.52	26215.15	26182.74	26187.29	30	0	826
2026.02.01	07:52:00	26197.62	26209.24	26179.28	26209.24	30	0	826
2026.02.01	07:53:00	26206.59	26228.58	26193.21	26226.22	30	0	826
2026.02.01	07:54:00	26235.72	26263.83	26208.08	26208.08	30	0	826
2026.02.01	07:55:00	26216.62	26296.52	26214.98	26293.60	30	0	826
2026.02.01	07:56:00	26290.21	26302.79	26276.27	26287.75	29	0	826
2026.02.01	07:57:00	26279.61	26293.60	26264.61	26284.91	30	0	826
2026.02.01	07:58:00	26289.07	26293.91	26242.95	26261.25	30	0	826
2026.02.01	07:59:00	26265.06	26270.03	26232.92	26239.99	30	0	826
2026.02.01	08:00:00	26238.28	26240.50	26180.53	26185.58	30	0	826
2026.02.01	08:01:00	26189.74	26189.74	26141.23	26147.96	30	0	826
2026.02.01	08:02:00	26142.42	26158.77	26132.29	26144.44	30	0	826
2026.02.01	08:03:00	26143.11	26158.66	26086.10	26096.35	30	0	826
2026.02.01	08:04:00	26089.13	26097.05	26076.49	26091.48	30	0	826
2026.02.01	08:05:00	26091.73	26143.33	26091.73	26138.08	30	0	826
2026.02.01	08:06:00	26140.04	26150.61	26102.42	26150.61	30	0	826
2026.02.01	08:07:00	26142.93	26153.53	26118.53	26120.43	30	0	826
2026.02.01	08:08:00	26121.89	26143.30	26096.07	26100.92	30	0	826
2026.02.01	08:09:00	26104.79	26123.18	26093.20	26096.90	30	0	826
2026.02.01	08:10:00	26094.26	26104.15	26080.15	26085.12	30	0	826
2026.02.01	08:11:00	26077.95	26128.32	26077.95	26113.73	30	0	826
2026.02.01	08:12:00	26115.33	26115.33	26077.49	26109.44	30	0	826
2026.02.01	08:13:00	26097.68	26120.67	26088.84	26097.75	30	0	826
2026.02.01	08:14:00	26097.12	26103.59	26078.10	26078.90	30	0	826
2026.02.01	08:15:00	26079.26	26090.81	26055.56	26066.76	30	0	826
2026.02.01	08:16:00	26064.64	26099.89	26053.03	26099.89	30	0	826
2026.02.01	08:17:00	26091.92	26094.39	26070.02	26070.02	30	0	826
2026.02.01	08:18:00	26064.46	26064.46	26023.08	26057.29	30	0	826
2026.02.01	08:19:00	26064.42	26110.21	26064.42	26108.12	30	0	826
2026.02.01	08:20:00	26102.45	26102.45	26048.94	26056.97	30	0	826
2026.02.01	08:21:00	26052.70	26069.32	26048.48	26069.10	30	0	826
2026.02.01	08:22:00	26063.46	26074.50	26035.33	26035.33	30	0	826
2026.02.01	08:23:00	26039.61	26113.83	26037.28	26111.07	30	0	826
2026.02.01	08:24:00	26113.33	26155.55	26113.33	26120.32	30	0	826
2026.02.01	08:25:00	26126.39	26150.75	26119.04	26131.80	29	0	826
2026.02.01	08:26:00	26131.94	26169.60	26121.28	26169.22	30	0	826
2026.02.01	08:27:00	26166.53	26169.19	26114.05	26129.95	30	0	826
2026.02.01	08:28:00	26122.43	26127.78	26079.67	26079.67	30	0	826
2026.02.01	08:29:00	26083.65	26084.97	26042.52	26043.80	30	0	826
2026.02.01	08:30:00	26036.60	26054.53	26031.98	26035.43	30	0	826
2026.02.01	08:31:00	26035.96	26043.45	26005.65	26026.29	30	0	826
2026.02.01	08:32:00	26032.78	26062.19	26026.93	26057.87	30	0	826
2026.02.01	08:33:00	26058.82	26060.45	26025.55	26025.55	30	0	826
2026.02.01	08:34:00	26036.20	26042.83	26021.74	26033.65	30	0	826
2026.02.01	08:35:00	26032.06	26056.29	26030.76	26053.50	30	0	826
2026.02.01	08:36:00	26055.25	26057.08	26024.69	26037.32	30	0	826
2026.02.01	08:37:00	26035.71	26056.75	26024.53	26047.87	30	0	826
2026.02.01	08:38:00	26047.48	26056.02	26025.95	26025.95	30	0	826
2026.02.01	08:39:00	26017.76	26020.00	25983.87	25990.01	30	0	826
2026.02.01	08:40:00	25986.56	25994.52	25957.43	25963.77	30	0	826
2026.02.01	08:41:00	25959.74	25966.74	25934.30	25936.71	30	0	826
2026.02.01	08:42:00	25940.13	25950.19	25912.26	25950.19	30	0	826
2026.02.01	08:43:00	25950.28	25959.23	25938.62	25946.29	29	0	826
2026.02.01	08:44:00	25942.34	25954.04	25923.98	25939.39	30	0	826
2026.02.01	08:45:00	25943.13	25959.00	25917.16	25951.02	30	0	826
2026.02.01	08:46:00	25948.23	25966.79	25922.20	25927.63	30	0	826
2026.02.01	08:47:00	25916.78	25926.92	25895.64	25902.36	30	0	826
2026.02.01	08:48:00	25899.46	25911.66	25847.33	25859.56	30	0	826
2026.02.01	08:49:00	25853.05	25876.81	25848.93	25853.54	30	0	826
2026.02.01	08:50:00	25856.38	25887.37	25855.33	25880.16	30	0	826
2026.02.01	08:51:00	25878.78	25904.36	25870.41	25896.24	30	0	826
2026.02.01	08:52:00	25901.97	25907.89	25879.75	25905.47	30	0	826
2026.02.01	08:53:00	25910.06	25933.78	25895.13	25922.20	30	0	826
2026.02.01	08:54:00	25918.75	25934.01	25890.66	25934.01	30	0	826
2026.02.01	08:55:00	25931.73	25968.39	25924.15	25949.40	30	0	826
2026.02.01	08:56:00	25948.40	25974.98	25947.24	25951.85	30	0	826
2026.02.01	08:57:00	25952.73	25983.45	25936.80	25979.47	30	0	826
2026.02.01	08:58:00	25973.06	25979.14	25951.16	25976.26	30	0	826
2026.02.01	08:59:00	25981.13	25990.59	25953.73	25982.52	30	0	826
2026.02.01	09:00:00	25985.13	26008.14	25969.89	25997.55	30	0	826
2026.02.01	09:01:00	26004.77	26004.77	25975.80	25980.83	30	0	826
2026.02.01	09:02:00	25984.97	26001.06	25964.55	26001.06	30	0	826
2026.02.01	09:03:00	25994.73	26003.29	25940.59	25940.59	30	0	826
2026.02.01	09:04:00	25936.43	25978.55	25930.34	25978.25	30	0	826
2026.02.01	09:05:00	25982.59	25994.11	25963.04	25994.11	30	0	826
2026.02.01	09:06:00	26001.49	26015.06	25979.72	25981.23	30	0	826
2026.02.01	09:07:00	25980.48	25982.75	25929.27	25942.36	30	0	826
2026.02.01	09:08:00	25943.86	25974.44	25936.75	25974.44	30	0	826
2026.02.01	09:09:00	25973.33	26010.16	25973.33	26007.28	30	0	826
2026.02.01	09:10:00	26007.33	26013.34	25989.22	26000.53	30	0	826
2026.02.01	09:11:00	25991.98	25991.98	25964.52	25975.58	30	0	826
2026.02.01	09:12:00	25970.39	25975.13	25929.16	25929.16	30	0	826
2026.02.01	09:13:00	25922.56	25935.68	25904.96	25935.68	29	0	826
2026.02.01	09:14:00	25936.71	25971.59	25930.26	25959.51	30	0	826
2026.02.01	09:15:00	25956.27	25994.28	25947.86	25994.28	30	0	826
2026.02.01	09:16:00	25994.46	26021.80	25978.54	25982.87	30	0	826
2026.02.01	09:17:00	25979.56	26043.26	25979.44	26043.26	30	0	826
2026.02.01	09:18:00	26043.75	26053.43	26026.24	26027.09	30	0	826
2026.02.01	09:19:00	26031.41	26038.23	26016.37	26016.37	30	0	826
2026.02.01	09:20:00	26032.45	26037.84	25990.11	25999.28	30	0	826
2026.02.01	09:21:00	26002.46	26037.85	26002.38	26031.44	30	0	826
2026.02.01	09:22:00	26030.17	26047.05	26005.34	26031.84	30	0	826
2026.02.01	09:23:00	26037.41	26062.17	26015.98	26030.12	30	0	826
2026.02.01	09:24:00	26035.78	26041.02	25987.08	25987.08	30	0	826
2026.02.01	09:25:00	25988.36	25988.36	25958.92	25980.44	30	0	826
2026.02.01	09:26:00	25979.49	25988.87	25932.48	25936.19	30	0	826
2026.02.01	09:27:00	25927.69	25937.90	25900.58	25900.59	30	0	826
2026.02.01	09:28:00	25900.85	25935.55	25898.43	25918.00	30	0	826
2026.02.01	09:29:00	25914.93	25917.25	25886.82	25897.95	30	0	826
2026.02.01	09:30:00	25896.81	25896.81	25830.85	25834.66	30	0	826
2026.02.01	09:31:00	25835.10	25859.57	25816.13	25859.57	30	0	826
2026.02.01	09:32:00	25862.29	25871.16	25845.36	25858.25	30	0	826
2026.02.01	09:33:00	25860.86	25907.03	25860.86	25886.75	30	0	826
2026.02.01	09:34:00	25886.93	25886.93	25835.78	25835.78	30	0	826
2026.02.01	09:35:00	25839.91	25843.86	25825.12	25825.12	30	0	826
2026.02.01	09:36:00	25837.51	25848.52	25825.42	25825.42	30	0	826
2026.02.01	09:37:00	25829.58	25833.31	25777.73	25795.91	30	0	826
2026.02.01	09:38:00	25794.37	25794.37	25755.89	25782.02	30	0	826
2026.02.01	09:39:00	25786.99	25820.66	25786.99	25810.91	30	0	826
2026.02.01	09:40:00	25813.95	25818.98	25784.09	25791.14	30	0	826
2026.02.01	09:41:00	25800.62	25865.46	25800.42	25847.26	30	0	826
2026.02.01	09:42:00	25838.68	25865.44	25831.43	25865.44	30	0	826
2026.02.01	09:43:00	25876.15	25911.49	25874.38	25889.54	30	0	826
2026.02.01	09:44:00	25883.79	25904.44	25880.72	25898.27	30	0	826
2026.02.01	09:45:00	25896.88	25927.56	25896.88	25912.27	30	0	826
2026.02.01	09:46:00	25913.19	25956.81	25913.19	25955.23	30	0	826
2026.02.01	09:47:00	25959.57	25975.23	25942.83	25973.98	30	0	826
2026.02.01	09:48:00	25967.25	25984.51	25946.88	25951.81	30	0	826
2026.02.01	09:49:00	25953.03	25970.94	25947.95	25968.00	30	0	826
2026.02.01	09:50:00	25972.91	25999.04	25968.65	25993.88	30	0	826
2026.02.01	09:51:00	25997.06	25999.79	25975.44	25980.06	30	0	826
2026.02.01	09:52:00	25970.96	25973.96	25936.57	25959.63	30	0	826
2026.02.01	09:53:00	25963.68	25986.57	25951.74	25951.74	30	0	826
2026.02.01	09:54:00	25960.29	25995.47	25955.70	25993.10	30	0	826
2026.02.01	09:55:00	25995.88	26018.29	25995.88	26001.08	30	0	826
2026.02.01	09:56:00	26002.83	26040.67	25992.94	26035.41	30	0	826
2026.02.01	09:57:00	26042.94	26069.46	26042.68	26062.26	29	0	826
2026.02.01	09:58:00	26057.78	26060.34	26041.21	26059.65	30	0	826
2026.02.01	09:59:00	26051.51	26070.39	26041.01	26041.01	30	0	826
2026.02.01	10:00:00	26038.34	26060.05	26026.35	26033.70	30	0	826
2026.02.01	10:01:00	26029.65	26033.23	26016.30	26020.28	30	0	826
2026.02.01	10:02:00	26022.30	26055.11	26012.05	26055.11	30	0	826
2026.02.01	10:03:00	26058.67	26058.67	26025.49	26056.74	30	0	826
2026.02.01	10:04:00	26060.89	26074.94	26056.07	26074.11	30	0	826
2026.02.01	10:05:00	26066.53	26070.53	26032.57	26032.57	30	0	826
2026.02.01	10:06:00	26034.12	26049.22	26016.64	26025.73	30	0	826
2026.02.01	10:07:00	26026.66	26047.35	26012.73	26038.96	30	0	826
2026.02.01	10:08:00	26034.33	26041.53	26011.66	26011.96	30	0	826
2026.02.01	10:09:00	26026.02	26064.57	26013.11	26059.59	30	0	826
2026.02.01	10:10:00	26064.13	26100.22	26058.06	26063.74	30	0	826
2026.02.01	10:11:00	26057.32	26089.97	26049.67	26071.64	30	0	826
2026.02.01	10:12:00	26065.81	26065.81	26020.29	26039.64	30	0	826
2026.02.01	10:13:00	26035.64	26042.78	26003.39	26009.46	30	0	826
2026.02.01	10:14:00	26003.17	26011.52	25979.19	26011.52	30	0	826
2026.02.01	10:15:00	26008.08	26023.48	26002.32	26016.41	30	0	826
2026.02.01	10:16:00	26014.02	26027.12	25983.60	26027.12	30	0	826
2026.02.01	10:17:00	26019.96	26023.20	25974.56	25980.40	30	0	826
2026.02.01	10:18:00	25982.26	25990.34	25956.71	25968.69	30	0	826
2026.02.01	10:19:00	25957.75	25985.26	25951.06	25974.47	30	0	826
2026.02.01	10:20:00	25971.36	25978.05	25946.07	25957.96	30	0	826
2026.02.01	10:21:00	25956.38	26003.63	25950.28	26003.63	30	0	826
2026.02.01	10:22:00	26009.08	26035.13	25999.00	26018.08	30	0	826
2026.02.01	10:23:00	26015.64	26066.00	26015.64	26061.21	30	0	826
2026.02.01	10:24:00	26059.40	26069.03	26051.47	26065.17	30	0	826
2026.02.01	10:25:00	26063.60	26087.60	26039.42	26042.97	30	0	826
2026.02.01	10:26:00	26042.92	26074.26	26038.12	26063.69	30	0	826
2026.02.01	10:27:00	26063.09	26068.75	26044.86	26060.65	29	0	826
2026.02.01	10:28:00	26067.82	26135.54	26058.58	26135.54	30	0	826
2026.02.01	10:29:00	26146.09	26174.29	26128.99	26171.51	30	0	826
2026.02.01	10:30:00	26171.41	26199.04	26169.78	26179.29	30	0	826
2026.02.01	10:31:00	26176.35	26204.66	26176.35	26195.88	30	0	826
2026.02.01	10:32:00	26193.16	26222.83	26173.47	26222.23	30	0	826
2026.02.01	10:33:00	26224.07	26224.07	26179.38	26179.38	30	0	826
2026.02.01	10:34:00	26185.41	26221.51	26184.61	26221.51	30	0	826
2026.02.01	10:35:00	26220.25	26221.27	26187.45	26207.49	30	0	826
2026.02.01	10:36:00	26211.15	26221.17	26208.03	26212.57	30	0	826
2026.02.01	10:37:00	26206.16	26216.64	26195.63	26201.27	30	0	826
2026.02.01	10:38:00	26199.46	26207.41	26181.12	26181.12	30	0	826
2026.02.01	10:39:00	26177.00	26177.00	26133.73	26142.35	30	0	826
2026.02.01	10:40:00	26142.33	26174.06	26140.66	26147.27	30	0	826
2026.02.01	10:41:00	26153.15	26211.40	26153.15	26179.62	30	0	826
2026.02.01	10:42:00	26166.29	26166.29	26117.11	26121.04	30	0	826
2026.02.01	10:43:00	26122.93	26138.09	26103.00	26135.05	30	0	826
2026.02.01	10:44:00	26131.61	26142.73	26119.41	26139.81	30	0	826
2026.02.01	10:45:00	26144.77	26163.77	26141.19	26156.78	30	0	826
2026.02.01	10:46:00	26161.60	26209.96	26158.82	26208.74	30	0	826
2026.02.01	10:47:00	26214.43	26235.47	26194.54	26233.45	30	0	826
2026.02.01	10:48:00	26231.78	26247.64	26231.78	26243.00	30	0	826
2026.02.01	10:49:00	26241.15	26255.98	26236.84	26241.72	30	0	826
2026.02.01	10:50:00	26243.87	26282.39	26236.92	26263.85	30	0	826
2026.02.01	10:51:00	26268.90	26272.58	26208.28	26208.28	30	0	826
2026.02.01	10:52:00	26207.56	26237.73	26188.94	26237.73	30	0	826
2026.02.01	10:53:00	26235.66	26256.35	26232.88	26249.58	30	0	826
2026.02.01	10:54:00	26249.48	26271.92	26249.48	26264.45	30	0	826
2026.02.01	10:55:00	26258.16	26260.93	26239.15	26252.65	30	0	826
2026.02.01	10:56:00	26247.89	26265.66	26239.83	26249.35	30	0	826
2026.02.01	10:57:00	26245.46	26253.07	26203.21	26203.21	30	0	826
2026.02.01	10:58:00	26207.41	26237.31	26207.41	26216.93	30	0	826
2026.02.01	10:59:00	26218.29	26243.99	26203.62	26205.60	30	0	826
2026.02.01	11:00:00	26212.20	26224.95	26202.35	26213.79	30	0	826
2026.02.01	11:01:00	26216.84	26268.42	26216.83	26268.42	30	0	826
2026.02.01	11:02:00	26266.48	26266.48	26219.73	26254.58	30	0	826
2026.02.01	11:03:00	26249.46	26268.49	26240.57	26268.49	30	0	826
2026.02.01	11:04:00	26270.68	26270.68	26241.66	26242.28	30	0	826
2026.02.01	11:05:00	26241.85	26244.37	26210.18	26236.86	30	0	826
2026.02.01	11:06:00	26232.50	26307.94	26222.19	26297.23	30	0	826
2026.02.01	11:07:00	26299.69	26315.09	26282.73	26284.78	30	0	826
2026.02.01	11:08:00	26276.04	26279.12	26232.78	26236.68	30	0	826
2026.02.01	11:09:00	26234.25	26238.76	26214.37	26231.13	30	0	826
2026.02.01	11:10:00	26230.40	26235.84	26191.56	26194.28	30	0	826
2026.02.01	11:11:00	26196.77	26214.54	26190.09	26213.74	30	0	826
2026.02.01	11:12:00	26202.02	26231.62	26202.02	26217.18	30	0	826
2026.02.01	11:13:00	26219.70	26233.43	26194.55	26206.51	29	0	826
2026.02.01	11:14:00	26210.99	26233.66	26208.94	26221.51	30	0	826
2026.02.01	11:15:00	26221.74	26226.11	26191.61	26201.47	30	0	826
2026.02.01	11:16:00	26191.14	26215.27	26174.35	26213.74	30	0	826
2026.02.01	11:17:00	26213.94	26213.94	26190.79	26197.97	30	0	826
2026.02.01	11:18:00	26200.90	26204.76	26174.62	26177.31	30	0	826
2026.02.01	11:19:00	26178.67	26194.77	26141.13	26174.64	30	0	826
2026.02.01	11:20:00	26177.25	26188.47	26159.66	26165.89	30	0	826
